证券代码,证券简称,机构名称,证券类别,上市日期,上市地点,正常上市,摘牌日期,ISIN代码,英文名称,英文简称,成立日期,注册资本,法定代表人,主营业务,经营范围,公司简介,省份,城市,注册地址,办公地址,邮编,公司电话,公司传真,公司电子邮件地址,公司网站,证监会一级行业名称,证监会二级行业名称,申万行业一级名称,申万行业二级名称,申万行业三级名称,董事长,独立董事,总经理,董事会秘书,董秘电话,董秘传真,董秘邮箱,证券事务代表,会计师事务所,律师事务所
300558,贝达药业,贝达药业股份有限公司,A股,2016-11-07,深交所创业板,正常上市,,CNE100002DD9,"Betta Pharmaceuticals Co., Ltd.",Betta Pharmaceuticals,2003-01-07,41316.2913,丁列明,药品的研发、生产和销售,药品的研发、技术咨询、技术推广和技术服务，药品生产（凭许可证经营），进出口业务。,"本公司系由贝达有限整体变更设立的股份有限公司。根据立信会计师于2013年7月24日出具的信会师报字[2013]第610297号《审计报告》，截至2013年6月30日，贝达有限经审计的净资产为227,011,861.46元。2013年7月30日，贝达有限董事会作出决定，由贝达有限全体股东作为发起人，以贝达有限截至2013年6月30日经审计的账面净资产227,011,861.46元按1：0.6608的比例折合为15,000万股，每股面值为人民币1.00元，注册资本为15,000万元，净资产中超过注册资本的部份，即77,011,861.46元计入资本公积。2013年8月20日，立信会计师对公司注册资本进行了审验，并出具了信会师报字[2013]第610311号《验资报告》，验证各股东出资到位。2013年8月13日，杭州市对外贸易经济合作局出具了杭外经贸外服许[2013]66号《杭州市对外贸易经济合作局准予变更浙江贝达药业有限公司行政许可决定书》，批准贝达有限变更为股份公司。2013年8月29日，公司经杭州市工商行政管理局核准变更登记为“贝达药业股份有限公司”，注册号为330100400024187，注册资本为15,000万元。",浙江,杭州市,浙江省杭州市余杭区经济技术开发区兴中路355号,浙江省杭州市余杭经济技术开发区红丰路589号,311100,0571-89265665,0571-89265665,betta0107@bettapharma.com,www.bettapharma.com,制造业,医药制造业,医药生物,化学制药,化学制剂,丁列明,"汪炜,赵骏,JIANGNAN CAI",丁列明,吴灵犀,0571-89265665,0571-89265665,betta0107@bettapharma.com,沈剑豪,立信会计师事务所(特殊普通合伙),国浩律师(杭州)事务所
300559,佳发教育,成都佳发安泰教育科技股份有限公司,A股,2016-11-01,深交所创业板,正常上市,,CNE100002DF4,"Chengdu Jiafaantai Education Technology Co., Ltd.",JIAFAET,2002-10-31,39953.0242,袁斌,研发、生产、销售具有自主知识产权和自主品牌的教育考试信息化产品并提供相关服务。,电子计算机硬件研制、开发、生产、销售及其应用技术服务；电子计算机软件研发、销售及技术服务，网络设备的研制、开发、生产、销售；安防设备的研制、开发、生产、销售，电子产品的销售；公共安全防范设施系统设计、安装、维修；智能建筑系统集成；电子与智能化工程；教育信息咨询（除出国留学中介及咨询）、信息技术咨询服务；企业管理咨询；教育软件、云计算、边缘计算、大数据、人工智能算法研究及应用；智慧城市规划、设计咨询服务；智慧城市系统的技术开发、技术咨询、技术推广。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"2002年10月25日，佳发有限（筹）召开股东会，全体股东一致通过公司章程。根据公司章程，佳发有限（筹）注册资本为50万元，其中寇勤、陈大强、凌军分别以货币资金出资28万元、11万元、11万元。2002年10月29日，四川中宇会计师事务所出具了《验资报告》（川中宇验字[2002]第10-28号）对该次出资进行了验证。根据该验资报告，股东出资已到位。2002年10月31日，成都市工商行政管理局向佳发有限核发了注册号为5101072007002的《企业法人营业执照》。2012年9月26日，佳发有限召开股东会，决定以经大信所审计的截至2012年5月31日的净资产75,248,862.73元人民币为基础，按照1:0.7150的比例折成股本5,380万股，每股面值1元，其余21,448,862.73元计入资本公积，佳发有限整体变更为股份有限公司。2012年10月15日，大信所对佳发有限整体变更为股份有限公司的注册资本实收情况进行了验证，并出具了大信验字[2012]第3-0027号《验资报告》。2012年11月27日，公司在成都市工商行政管理局完成工商变更登记手续，取得了注册号为510107000124298的《企业法人营业执照》。",四川,成都市,四川省成都市武侯区武侯电商产业功能区管委会武科西二路188号,四川省成都市武侯区武兴五路433号（武侯新城管委会内）,610046,028-65293708,028-85925609,cdjiafaantai@163.com,ww.jf-r.com,信息传输、软件和信息技术服务业,软件和信息技术服务业,计算机,计算机应用,软件开发,袁斌,"周雄俊,段翰聪,任淑",寇健,文晶,028-65293708,028-85925610,cdjiafaantai@163.com,阴彩宾,大信会计师事务所(特殊普通合伙),北京市金杜律师事务所
300560,中富通,中富通集团股份有限公司,A股,2016-11-01,深交所创业板,正常上市,,CNE100002DG2,"Zhong Fu Tong Group Co., Ltd.",Zhong Fu Tong,2001-11-07,22626.9812,陈融洁,通信网络维护及优化服务。,通信线路和设备的安装（不含卫星电视广播地面接收设施安装）；通信传输设备专业修理；软件开发；通信工程施工总承包；建筑工程施工总承包相应资质等级承包工程范围的工程施工；输变电工程专业承包相应资质等级承包工程范围的工程施工；城市及道路照明工程专业承包相应资质等级承包工程范围的工程施工；市政公用工程、电力工程、机电安装工程、钢结构工程、建筑装修装饰工程、建筑智能化工程、安防工程、港口与海岸工程、海洋石油工程的设计与施工；广播电视传输服务；广播电视及信号的安装；卫星及共用电视系统工程服务；广电工程设计服务；信息系统集成服务；通信设备、电子产品的研发、生产、销售；移动网增值电信服务；因特网虚拟专用网服务；互联网管理服务；通信设施管理服务；集群通信服务；载波服务；私人通信业务；网元出租服务；物联网服务；房地产中介服务；电子、通信与自动控制技术研究服务；计算机及通信设备租赁；劳务派遣（不含涉外业务）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"2001年11月7日，沈世玉、陈融洁共同出资设立福建省富通信息产业有限公司，2001年10月19日，福建省青商有限责任会计师事务所出具了编号为“（2001）闽青会资字第081号”的《验资报告》，对富通有限设立的出资进行了审验。2001年11月7日，富通有限取得了福建省工商行政管理局核发的《企业法人营业执照》。2011年10月24日，经富通有限全体股东决议，一致同意富通有限以经“天健正信审（2011）NZ字第021382号”《审计报告》审定的，截至2011年5月31日的账面净资产79,770,699.09元为基础，按1:0.6268的比例折为5,000万股股份（每股面值1元），整体变更设立股份有限公司。2011年11月11日，天健正信出具了编号为“天健正信验（2011）综字第020127号”的《验资报告》，对股份公司设立的出资进行了审验。2011年11月22日，公司在福建省工商行政管理局登记注册，领取了注册号为350000100002151的《企业法人营业执照》。",福建,福州市,福建省福州市鼓楼区铜盘路软件大道89号软件园F区4号楼20、21、22层,福建省福州市闽侯县荆溪镇永丰村文山里福州软件园五期C楼第20、21、22层,350003,0591-83800952,0591-87867879,ftii@zftii.com,www.zftii.com,信息传输、软件和信息技术服务业,软件和信息技术服务业,通信,通信设备,通信配套服务,陈融洁,"蒋孝安,陈金山,刘善理",朱小梅,张军,0591-83800952,0591-87867879,junzhang@zftii.com,张伟玲,致同会计师事务所(特殊普通合伙),北京国枫律师事务所
300561,汇金科技,珠海汇金科技股份有限公司,A股,2016-11-17,深交所创业板,正常上市,,CNE100002DH0,"SGSG Science and Technology Co., Ltd. Zhuhai",SGSG,2005-01-26,25245.0683,陈喆,基于银行现金、票据、印章等实物流转内控风险管理整体解决方案的相关应用产品研发、生产和销售。,电子计算机软硬件、电子产品、安全防范技术产品、通信设备的设计、研发、生产、批发、零售及其他商业批发零售（不含许可经营项目）；卡封锁、卡封片、卡封箱、卡封包及其识别系统的设计、研发、生产、批发、零售；智能识别技术及设备、机器学习技术及设备的设计、研发、销售；集成电路设计、研发；智能移动终端的设计、研发、生产、批发、零售；加密算法、加密体系及相关软硬件产品的设计、研发；电子工程及智能系统工程的设计、施工；信息、通信、网络领域的技术咨询、技术服务、技术转让、技术开发；信息系统设计、集成、运行维护；电子设备安装，电子工程、智能系统工程及安全技术防护工程的设计、施工及维护。,"2005年1月9日，陈喆、马铮签署《股东会决议》并签署《公司章程》，决定共同出资成立珠海汇金科技有限公司，注册资本人民币300万元；其中陈喆出资180万元，占股60%；马铮出资120万元，占股40%。2005年1月26日，汇金有限领取由广东省珠海市工商行政管理局核发的《企业法人营业执照》，注册资本300万元，法定代表人陈喆。发行人由汇金有限整体变更设立：2012年5月11日，汇金有限股东会审议通过以经审计的截至2012年3月31日的净资产50,016,610.87元折为39,000,000股普通股，每股面值1元，整体变更为股份有限公司，余额计入资本公积。2012年6月4日，公司取得广东省珠海市工商行政管理局核发的《企业法人营业执照》，注册资本3,900万元，法定代表人陈喆。",广东,珠海市,广东省珠海市软件园路1号会展中心3#第三层,广东省珠海市软件园路1号会展中心3#第三层,519085,0756-3236673,0756-3236667,investor@sgsg.cc,www.sgsg.cc,信息传输、软件和信息技术服务业,软件和信息技术服务业,计算机,计算机应用,软件开发,陈喆,"杨大贺,于风政,田联房",陈喆,孙玉玲,0756-3236673,0756-3236667,investor@sgsg.cc,何燕,致同会计师事务所(特殊普通合伙),上海精诚申衡律师事务所
300562,乐心医疗,广东乐心医疗电子股份有限公司,A股,2016-11-16,深交所创业板,正常上市,,CNE100002DJ6,"Guangdong Transtek Medical Electronics Co., Ltd.",Transtek Medical,2002-07-18,19029.652,潘伟潮,家用医疗健康电子产品的研发、生产和销售，及乐心智能健康云平台的研发与运营。,软件开发和销售；研发：医疗器械；第二、三类医疗器械生产企业；研发、生产、销售：电子产品、无线通信器材；相关产品的技术推广和咨询服务；货物和技术进出口（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,"公司前身为成立于2002年7月18日的中山市创源电子有限公司（以下简称―创源电子‖），根据立信会计师事务所出具的―信会师报字[2012]第710006号‖《审计报告》，创源电子以截至2012年6月30日经审计的净资产72,424,880.13元为基础，以整体变更的方式发起设立广东乐心医疗电子股份有限公司（以下简称―乐心医疗‖），其中4,200万元折合为普通股4,200万股，每股面值1元，其余净资产30,424,880.13元作为股本溢价计入资本公积。立信会计师事务所为此出具了―信会师报字[2012]第710051号‖《验资报告》。2012年10月19日，乐心医疗发起人召开了股份公司创立大会暨第一次股东大会。创源电子于2012年11月16日在中山市工商局办理了工商变更登记手续，公司名称变更为广东乐心医疗电子股份有限公司，并领取了新的营业执照（注册号442000000123096）。股份公司设立时的注册资本为4,200万元，法定代表人为潘伟潮。2015年11月3日，公司在中山市工商行政管理局换发了新的营业执照，原注册号变更为：统一社会信用代码914420007408365594。",广东,中山市,广东省中山市火炬开发区东利路105号A区,广东省中山市火炬开发区东利路105号A区,528437,0760-85166286,0760-85166521,ls@lifesense.com,www.lifesense.com,制造业,专用设备制造业,医药生物,医疗器械,医疗器械,潘伟潮,曾超等,麦炯章,徐浪,0760-85166286,0760-85166521,ls@lifesense.com,钟玲,立信会计师事务所(特殊普通合伙),北京市金杜律师事务所
300563,神宇股份,神宇通信科技股份公司,A股,2016-11-14,深交所创业板,正常上市,,CNE100002DK4,Shenyu Communication Technology Inc.,Shenyu,2003-08-06,9457.7259,汤晓楠,射频同轴电缆的研发、生产和销售。,通信技术的技术开发、技术咨询、技术服务及技术转让；同轴电缆、专用电缆、连接器、连接器电缆组件、微波天线、馈线的技术开发、生产、销售；金丝材、银丝材、铜线材的加工；模具、夹具的设计、开发及生产；通讯器材（不含无线电发射装置及卫星电视广播地面接收设施）、金属材料、纺织原料、建材、塑料颗粒、塑料制品的销售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"公司系由神宇有限整体变更设立的股份有限公司。公司以神宇有限截至2010年1月31日经审计的净资产53,139,650.43元为基数，按1:0.9748的比例折合公司股本共计5,180万股，超出部分1,339,650.43元计入资本公积。上述变更已经北京兴华会计师事务所有限公司验证和出具（2010）京会兴验字第5-003号《验资报告》，立信会计师事务所（特殊普通合伙）对本次验资进行复核并出具信会师字（2014）第711114号《关于神宇通信科技股份公司股本验证的复核报告》，公司于2010年4月29日在江苏省无锡工商行政管理局登记注册，取得注册号为320281000101355的营业执照。",江苏,无锡市,江苏省江阴市长山大道22号,江苏省江阴市东外环路275号,214432,0510-86279909,0510-86279909,sygf@shenyucable.com,www.shenyucable.com,制造业,计算机、通信和其他电子设备制造业,通信,通信设备,通信传输设备,任凤娟,"顾桂新,孙涛,奚海清",汤晓楠,殷刘碗,0510-86279909,0510-86279909,sygf@shenyucable.com,,天职国际会计师事务所(特殊普通合伙),上海市广发律师事务所
300564,筑博设计,筑博设计股份有限公司,A股,2019-11-08,深交所创业板,正常上市,,CNE100003QC1,"Zhubo Design Co., Ltd.",Zhubo Design,1996-03-25,10000.0,徐先林,建筑设计及相关业务的设计与咨询。,建筑工程及工程咨询和装饰设计；房屋租赁。,公司的前身为筑博有限。1996年3月15日，深圳市建设局出具《关于同意成立深圳市筑博工程设计有限公司的批复》（深建复【1996】52号），同意金路工贸、徐先林、李兵与徐江共同投资100万元成立筑博有限，经营建筑工程设计业务。其中：金路工贸出资15万元，徐先林出资50万元，李兵出资25万元，徐江出资10万元。1996年3月19日，深圳市中平会计师事务所出具中平验字（96）第057号《验资报告》，验证截止1996年3月19日筑博有限的实收资本为100万元，出资各方已缴足各自认缴资本。1996年3月25日，筑博有限在深圳市工商局完成注册登记，并领取了深圳市工商局核发的《企业法人营业执照》（注册号为19242082-6号）。,西藏,拉萨市,西藏自治区拉萨市柳梧新区国际总部城6幢2单元6层1号,西藏自治区拉萨市柳梧新区国际总部城6幢2单元6层1号,850000,0891-6868698,0891-6868698,zbdb@zhubo.com,www.zhubo.com,科学研究和技术服务业,专业技术服务业,建筑装饰,房屋建设,房屋建设,徐先林,"刘春城,顾乃康",徐先林,王进,0755-83238308,0891-6868698,zbdb@zhubo.com,,信永中和会计师事务所(特殊普通合伙),国浩律师(深圳)事务所
300565,科信技术,深圳市科信通信技术股份有限公司,A股,2016-11-22,深交所创业板,正常上市,,CNE100002DL2,"Shenzhen Kexin Communication Technologies Co., Ltd.",Kexin Technologies,2001-08-28,20800.0,陈登志,提供FTTX接入网、无线接入网和传输网中通信网络物理连接设备、应用解决方案和技术服务。,通信配套设备的研发、生产、销售和技术服务；光通信网络传输设备、接配线设备、无源光器件、有源光器件的研发、生产、销售和技术服务；通信基站、电源产品、电量分路计量、不间断电源（UPS）及配电设备、高低压成套电气设备、直流远供系统、新能源电动汽车充电类系统设备及配套设备、通信电池、广播通讯类铁塔桅杆等的研发、生产与销售；各类射频器件、天线（不含限制项目）等无线网络覆盖产品的研发、生产与销售；数据机房、数据中心的机房机柜、PDU、数据通信设备、数据中心微模块系统、数据中心解决方案的配套产品及相关集成的研发、生产、销售与技术服务、售后服务及安装服务；通信工程施工及技术服务；信息系统的设计、集成、运行维护；通信测试、监控、管理设备和通信施工工具的研发、生产与销售；通信软件的开发，销售、技术服务和成果转让；通信及通信网络系统、通信网络运维信息系统、动力环境监控系统、管道工程、建筑智能化工程、安全技术防范工程、综合布线工程的设计、系统集成、实施与维护（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）；通信设备、电子产品、广播电视设备及计算机软硬件的信息咨询与技术服务、销售、安装、调试、维护、修理；货物及技术进出口（法律、行政法规、国务院决定规定在登记前须经批准的项目除外）；机房精密空调设备、基站空调设备、通讯机柜空调设备、户外柜、冷水机组、暖通及热泵设备、工业空调的设计、研发与销售、生产、安装、维修；锂电池、铅酸电池以及BMS系统的设计开发、生产和销售；物联网云端管理平台、移动互联网网络平台、大数据和云计算平台、人工智能平台的技术开发；物联网模组、物联网网关、物联网定位终端、智能井盖、智能门禁和安防系统软件、视频监控、智能家居网关等产品或解决方案的研发、生产和销售；车载电子产品、车联网终端、GPS导航仪、智能车载设备、车载电子产品硬件及整机的设计开发、生产和销售；智慧灯杆及智慧园区解决方案的设计、研发与集成、销售、生产、安装、维修与运营；自有物业租赁。,"2001年，杨立仁等9名股东出资设立了科信有限，注册资本为400万元，2001年8月28日，深圳市工商行政管理局向科信有限颁发了注册号为4403012072744的《企业法人营业执照》。2012年9月11日，经有限公司股东会决议，根据立信会计师出具的信会师报字[2012]第310379号《审计报告》，将科信有限截至2012年7月31日经审计的净资产145,709,546.67元，按照1：0.68629的比例折股10,000万股，余额45,709,546.67元计入资本公积金。各发起人按照各自在科信有限的出资比例，确定对股份公司的持股比例。2012年10月24日，公司在深圳市市场监督管理局办理了注册登记，工商注册号为4403011102944993。",广东,深圳市,广东省深圳市龙岗区新能源一路科信科技大厦,广东省深圳市龙岗区新能源一路科信科技大厦,518116,0755-29893456-81300,0755-29895093,ir@szkexin.com.cn,www.szkexin.com.cn,制造业,计算机、通信和其他电子设备制造业,通信,通信设备,通信传输设备,陈登志,"陈曦,刘勇,刘超",陈登志,杨亚坤,0755-29893456-81300,0755-29895093,ir@szkexin.com.cn,朱斯佳,立信会计师事务所(特殊普通合伙),北京大成律师事务所
300566,激智科技,宁波激智科技股份有限公司,A股,2016-11-15,深交所创业板,正常上市,,CNE100002DM0,"Ningbo Exciton Technology Co., Ltd.",Exciton Technology,2007-03-09,15520.05,张彦,液晶显示器用光学膜产品的研发、生产和销售。,光学薄膜、高分子复合材料、功能膜材料、化工产品（不含危险化学品）的研发、制造及批发、零售，并提供相关技术咨询和技术服务；自营和代理各类商品和技术的进出口业务（不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"公司是由激智有限整体变更设立的股份有限公司。2013年5月29日，激智有限召开董事会并作出决议，同意激智有限整体变更为股份有限公司，以激智有限截至2013年3月31日经审计的净资产100,763,068.42元折为58,500,000股股份，每股面值为1元，折股后股本总额为58,500,000元，折股余额42,263,068.42元计入资本公积。激智有限原有的8名股东作为股份公司发起人，持股比例不变。2013年6月19日，宁波市对外贸易经济合作局出具了《关于同意合资企业宁波激智新材料科技有限公司变更为股份有限公司的批复》（甬外经贸资管函[2013]325号），批准了激智有限整体变更为股份有限公司的申请。2013年6月20日，申报会计师出具了信会师报字[2013]第610280号《验资报告》，验证截至2013年6月19日，激智科技（筹）已根据《公司法》有关规定及公司折股方案，将激智有限截至2013年3月31日经审计的净资产人民币100,763,068.42元，以每股面值人民币1元，折合股份总额5,850万股，由原股东按原比例持有，净资产大于股本部分计入资本公积。2013年7月12日，经宁波市工商行政管理局核准，激智科技取得注册号为330215000006190的《企业法人营业执照》。",浙江,宁波市,浙江省宁波高新区晶源路9号,浙江省宁波高新区晶源路9号,315040,0574-87908260,0574-87162028,investor@excitontech.cn,www.excitontech.cn,制造业,计算机、通信和其他电子设备制造业,电子,光学光电子,光学元件,张彦,"崔平,于庆庆,陈伟莉",张彦,姜琳,0574-87908260,0574-87162028,investor@excitontech.cn,李梦云,立信会计师事务所(特殊普通合伙),北京市中伦律师事务所
300567,精测电子,武汉精测电子集团股份有限公司,A股,2016-11-22,深交所创业板,正常上市,,CNE100002DN8,"Wuhan Jingce Electronic Group Co., Ltd.",Jingce Electronic,2006-04-20,24668.312,彭骞,平板显示检测系统的研发、生产与销售。,一般项目：平面显示技术的研发；液晶测试系统、有机发光二极管显示器测试系统、计算机测控系统集成、机电自动化设备的研发、生产、销售及技术服务；太阳能、锂电池及其它新能源测试系统、电源测试系统的研发、生产、销售及技术服务；芯片设计、半导体测试设备的研发、生产、销售及技术服务；货物及技术进出口（国家禁止或限制进出口的货物及技术除外）；电子产品设计、生产、销售；计量服务（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,发行人系由精测有限整体变更设立的股份公司。2013年1月22日，精测有限召开股东会，决议以精测有限截至2012年11月30日经审计的净资产7，209.14万元为基数，按照1：0.8323折为总股本6，000万股，将精测有限整体变更为股份公司。2013年2月7日，公司在武汉市工商行政管理局洪山分局办理了变更设立登记，领取了注册号为420111000066630的《企业法人营业执照》。,湖北,武汉市,湖北省武汉市东湖新技术开发区流芳园南路22号,湖北省武汉市东湖新技术开发区流芳园南路22号,430205,027-87671179,027-87671179,zqb@wuhanjingce.com,www.wuhanjingce.com,制造业,仪器仪表制造业,机械设备,仪器仪表,仪器仪表,彭骞,"季小琴,鲁再平",陈凯,程疆,027-87671179,027-87671179,zqb@wuhanjingce.com,刘炳华,立信会计事务所（特殊普通合伙）,北京大成律师事务所
300568,星源材质,深圳市星源材质科技股份有限公司,A股,2016-12-01,深交所创业板,正常上市,,CNE100002DP3,"Shenzhen Senior Technology Material Co., Ltd.",Senior Material,2003-09-17,44859.5043,陈秀峰,锂离子电池隔膜研发、生产及销售。,锂离子电池隔膜及各类功能膜的研发和销售；计算机软件开发（以上均不含国家规定需前置审批项目及禁止项目）；从事货物、技术进出口业务（不含分销、国家专营专控商品）。锂离子电池隔膜及各类功能膜的生产（凭环保许可经营）；普通货运（凭道路运输经营许可证经营）。,星源材质是由富易达电子整体变更设立的股份有限公司，整体变更前的注册资本为1，750万元。2008年8月1日，富易达电子股东会作出决议，将富易达电子依法整体变更为股份有限公司。2008年8月19日，发起人陈秀峰、东方富海、陈良、晓扬科技、中诚咨询等50名股东共同签署了《深圳市星源材质科技股份有限公司发起人协议》。2008年8月20日，正中珠江对公司整体变更为股份有限公司的注册资本实收情况进行了审验，并出具了广会所验字【2008】第0802240026号《验资报告》。2008年8月22日，岳华德威出具《深圳市富易达电子科技有限公司整体改制项目资产评估报告书》（岳华德威评报字（2008）第190号），为发行人股份制改制进行了整体评估。本次评估基准日为2008年7月31日，评估方法采用成本法。评估结论：截至评估基准日，在持续经营前提下，富易达电子经专项审计后净资产账面价值为7，677.24万元，评估值为7，704.21万元，评估增值26.97万元，增值率为0.35%。2008年8月23日，经公司创立大会暨第一次股东大会批准，以截至2008年7月31日经正中珠江审计的净资产76，772，463.62元按1：0.9769的折股比例将有限公司的净资产折为股份有限公司的75，000，000股，每股面值人民币1元，余额1，772，463.62元计入公司资本公积金。各发起人按照各自在富易达电子的出资比例确定对股份有限公司的持股比例。2008年9月3日，公司在深圳市工商行政管理局注册登记，领取了注册号为440301102893702的《企业法人营业执照》。,广东,深圳市,广东省深圳市光明新区公明办事处田园路北,广东省深圳市光明新区公明办事处田园路北,518078,0755-21383902,0755-21383902,zqb@senior798.com,www.senior798.com,制造业,化学原料和化学制品制造业,化工,化学制品,其他化学制品,陈秀峰,杨勇,陈秀峰,沈熙文,0755-21383902,0755-21383902,zqb@senior798.com,,致同会计师事务所(特殊普通合伙),北京市金杜律师事务所
300569,天能重工,青岛天能重工股份有限公司,A股,2016-11-25,深交所创业板,正常上市,,CNE100002DQ1,"Qingdao Tianneng Heavy Industries Co., Ltd.",Tianneng Heavy Industries,2006-03-03,39186.666,郑旭,风机塔架的制造和销售。,金属结构、风力发电设备、化工生产专用设备制造（以上不含特种设备）、风力发电、光伏发电、生物质能源发电、电能销售；风力发电场、光伏发电站、生物质能源电站建设、运行和维护；海上风电基础管桩、塔筒和海外出口海工装备、安装、销售，风力发电设备辅件、零件销售；无运输工具承运陆路、海路运输业务；经营本企业自产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进口业务（国家限定公司经营或禁止进出口的商品及技术除外）（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,发行人是由青岛天能电力工程机械有限公司整体变更设立的股份有限公司。根据天能有限2011年11月25日股东会决议，天能有限以截至2011年10月31日经深鹏所审字[2011]1266号《审计报告》审定的净资产25，019.01万元按4.003：1.000比例折股为6，250万股，余额18，769.01万元计入股份公司资本公积；该出资经深鹏所验字[2011]0388号《验资报告》验证。2011年12月16日，青岛天能重工股份有限公司依法在青岛市工商行政管理局注册登记，领取了注册号为370281228043546的《企业法人营业执照》，注册资本为人民币6，250万元，实收资本为人民币6，250万元，法定代表人为郑旭。,山东,青岛市,山东省青岛市胶州市李哥庄镇大沽河工业园,山东省青岛胶州市李哥庄镇海硕路7号,266316,0532-58829955,0532-58829955,tnp@qdtnp.com,www.qdtnp.com,制造业,电气机械和器材制造业,电气设备,电源设备,风电设备,郑旭,郭年华,郑旭,方瑞征,0532-58829955,0532-58829955,ir@qdtnp.com,,和信会计师事务所(特殊普通合伙),国浩律师(北京)事务所
300570,太辰光,深圳太辰光通信股份有限公司,A股,2016-12-06,深交所创业板,正常上市,,CNE100002DR9,"T and S Communications Co., Ltd.",T and S,2000-12-12,22999.68,张致民,光器件的研发、生成和销售。,光电器件及相关设备的研发、设计、生产、销售及技术咨询；国内贸易（法律、行政法规、国务院决定规定在登记前须批准的项目除外）；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）；自有物业租赁。,发行人由太辰有限整体变更设立而来。2011年8月26日，太辰有限股东会通过决议，一致同意将有限公司整体变更为股份决议，同日，太辰有限全体股东签署的《深圳太辰光通信股份有限公司发起人协议书》约定：根据中审国际会计师事务所有限公司出具的中审国际字【2011】01030092《审计报告》，截至2011年6月30日有限公司净资产为119172771.29元，折抵股份公司注册资本5324万元，公司股本总数为5324万股，每股面值为人民币1元，净资产超过注册资本的65932，771.29元计入公司资本公积。2011年9月31日，中审国际会计师事务所有限公司出具的中审国际验字【2011】01020270《验资报告》，审验了公司截至2011年6月20日有限责任公司变更为股份有限公司的变更注册资本及实收资本（股本）情况。2011年9月14日，公司在深圳市工商行政管理局履行了工商变更登记手续，营业执照注册号为440301501121679，注册资本为5324万元，法定代表人为张致民。,广东,深圳市,广东省深圳市坪山区坑梓街道秀新社区锦绣中路8号太辰光通信科技园,广东省深圳市坪山区锦绣中路8号太辰光通信科技园,518118,0755-32983676,0755-32983689,zqb@china-tscom.com,www.china-tscom.com,制造业,计算机、通信和其他电子设备制造业,通信,通信设备,通信传输设备,张致民,"刘建,孟春,陈国尧",张艺明,蔡波,0755-32983676,0755-32983689,zqb@china-tscom.com,许红叶,容诚会计师事务所(特殊普通合伙),国浩律师(深圳)事务所
